0.00238046646118,95.2258064516,241.064516129,212.907206678
0.0160722732544,315.359375,690.78125,532.33703467
0.0441571712494,583.422680412,1208.16494845,887.49392983
0.0802352428436,775.738461538,1605.49230769,1265.55895712
0.149309968948,1143.61818182,2325.41818182,1684.96200639
0.216817378998,1405.16243655,2826.77664975,2081.58226912
0.298069238663,1644.62173913,3301.66086957,2501.5164821
0.401919984818,1877.24714829,3769.98098859,2930.95302093
0.509562826157,2106.19256757,4235.7027027,3368.69279696
0.642779588699,2378.27575758,4761.61212121,3827.40115194
0.7787961483,2614.44903581,5234.58126722,4279.33645768
0.940126371384,2869.9520202,5725.57323232,4737.28005531
1.14943418503,3125.93240093,6226.58275058,5200.73003644
1.39951519966,3379.31168831,6722.88311688,5669.26195936
1.57761688232,3614.69776876,7189.20689655,6113.70204561
1.95403661728,3836.53992395,7639.52471483,6591.0968758
2.35855398178,4119.57754011,8191.10695187,7101.946856
2.59966835976,4397.22727273,8716.34848485,7587.6126314
2.60401415825,4651.80223285,9209.58213716,8076.94696195
2.75683021545,4884.80547112,9666.30395137,8539.79368962
3.40705347061,5144.66666667,10159.2449275,9020.63440468
3.87232489586,5426.89241379,10700.1296552,9549.94889954
4.68269782066,5659.98546896,11167.1096433,10036.8559657
4.60245919228,5939.23106061,11701.1401515,10572.5052446
4.81337661743,6168.69212121,12167.830303,11080.3825875
5.42503881454,6428.54142357,12664.1820303,11575.3925925
5.93019299507,6673.34904602,13154.1672278,12103.9577698
7.48543667793,6904.30952381,13623.267316,12619.4599084
7.4783302784,7158.70532915,14119.153605,13137.3196912
7.66857423782,7425.9,14630.0969697,13657.4557874
