0.000788021087646,38.0,274.419354839,992
0.0120022296906,270.390625,2083.453125,4160
0.0418005466461,567.164948454,5171.01030928,9506
0.0993752002716,759.353846154,8853.74615385,17030
0.231154203415,1348.85454545,16483.5818182,27390
0.370551252365,1654.50253807,23136.8274112,39006
0.555211448669,1963.39565217,31097.9565217,53130
0.851564979553,2271.53992395,40139.7604563,69432
1.14609179497,2592.31756757,50351.8918919,87912
1.60908670425,2932.02121212,62085.1151515,109230
2.28711495399,3259.15151515,74696.2534435,132132
2.76174855232,3624.96212121,88512.8888889,157212
3.33228816986,3954.56177156,103313.589744,184470
4.2637398243,4285.54329004,119350.082251,213906
5.33538599014,4603.09533469,135574.411765,243542
6.73028464317,4909.8365019,153337.441065,277202
7.75707864761,5303.35828877,174361.787879,315282
9.47514882088,5679.95791246,194988.003367,353430
10.7130984306,6036.51515152,216690.649123,393756
12.6911488533,6379.40273556,238389.382979,433622
14.0964185715,6736.5115942,261926.142029,476790
16.9281083584,7115.83310345,288524.893793,526350
18.602127409,7443.92470277,313791.628798,573806
21.6497575283,7827.92550505,342789.699495,628056
23.7933300495,8165.34787879,371121.264242,681450
27.1231225491,8519.73162194,400113.903151,735306
29.1347844124,8869.90909091,431877.337823,794772
32.8246947765,9197.08658009,463382.424242,854700
35.3127142429,9544.98746082,496188.435737,916806
41.0331547737,9898.7979798,530062.725253,981090
