10000; 0.0089816; 235487; 432585; 763089
20000; 0.0181841; 510606; 924939; 1636022
30000; 0.0287216; 800517; 1439418; 2549828
40000; 0.0401581; 1101534; 1970670; 3493145
50000; 0.0498367; 1409684; 2512101; 4455537
60000; 0.0616578; 1720999; 3057744; 5427270
70000; 0.0726736; 2038575; 3614907; 6420334
80000; 0.0831661; 2362972; 4180617; 7424956
90000; 0.0977098; 2689814; 4750038; 8438337
100000; 0.105111; 3019460; 5324421; 9462224
110000; 0.116362; 3350280; 5899581; 10486294
120000; 0.127905; 3682830; 6478245; 11520666
130000; 0.143546; 4015253; 7056924; 12557317
140000; 0.151758; 4356685; 7648707; 13608012
150000; 0.163464; 4700302; 8242665; 14664597
160000; 0.175123; 5045752; 8841066; 15730029
170000; 0.188417; 5392469; 9441522; 16798067
180000; 0.200349; 5740376; 10041801; 17868653
190000; 0.213902; 6088715; 10643646; 18942648
200000; 0.22564; 6439907; 11251206; 20027487
210000; 0.236671; 6789165; 11851953; 21098538
220000; 0.248391; 7140490; 12459918; 22184007
230000; 0.263076; 7492474; 13067118; 23271019
240000; 0.273638; 7844865; 13675554; 24357692
250000; 0.28599; 8198084; 14285790; 25451869
260000; 0.301797; 8551264; 14895201; 26546563
270000; 0.324818; 8911885; 15514500; 27648422
280000; 0.328288; 9272883; 16133430; 28749515
290000; 0.347336; 9636932; 16762524; 29869080
300000; 0.359227; 10000117; 17384010; 30976253
