10000; 0.0065814; 174921; 101088; 295701
20000; 0.006774; 381005; 215184; 630967
30000; 0.0109204; 649509; 329889; 1030139
40000; 0.0145556; 859280; 453798; 1375784
50000; 0.0185375; 1061513; 579912; 1714965
60000; 0.0227595; 1272956; 714378; 2069590
70000; 0.0260402; 1536183; 835401; 2467499
80000; 0.030287; 1789222; 970014; 2864058
90000; 0.0340185; 2007334; 1107081; 3226714
100000; 0.0374098; 2164526; 1244001; 3527536
110000; 0.042836; 2607325; 1366923; 4105629
120000; 0.0461537; 2661453; 1515525; 4312579
130000; 0.0499649; 2979281; 1645335; 4771277
140000; 0.0538472; 3101883; 1798827; 5048947
150000; 0.0595739; 3612820; 1907502; 5686352
160000; 0.0620945; 3807332; 2038107; 6020914
170000; 0.0671266; 3943325; 2200074; 6317205
180000; 0.0714346; 4306629; 2319681; 6815003
190000; 0.0754951; 4507391; 2476557; 7171547
200000; 0.0787836; 4764288; 2617056; 7578720
210000; 0.0864474; 5333569; 2747562; 8286023
220000; 0.0879884; 5419819; 2889921; 8522109
230000; 0.0896709; 5340922; 3059484; 8608580
240000; 0.0972765; 5980805; 3179340; 9382247
250000; 0.100185; 6217894; 3305619; 9758260
260000; 0.10344; 6222245; 3477783; 9930067
270000; 0.108544; 6867000; 3564441; 10685778
280000; 0.119897; 6819596; 3759885; 10822370
290000; 0.116433; 7015537; 3909801; 11170833
300000; 0.133527; 7852403; 4012995; 12131575
